
Time taken: 0.00223 s


saleid | itemid | customerid | storeid | time | qty | pricerange
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 65792 | 11952 | 25 | 24 | 73 | 15 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 63254 | 12047 | 25 | 41 | 73 | 48 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 75107 | 13053 | 25 | 36 | 73 | 16 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 58776 | 8159 | 25 | 17 | 73 | 42 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 27435 | 9212 | 25 | 44 | 73 | 48 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 71355 | 10123 | 25 | 31 | 73 | 28 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 69017 | 10108 | 25 | 78 | 98 | 27 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 54936 | 9922 | 25 | 44 | 22 | 19 | moderate
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 86282 | 11532 | 25 | 17 | 2 | 30 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 75788 | 12431 | 25 | 79 | 73 | 19 | expensive
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 54629 | 11205 | 25 | 4 | 48 | 4 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 60671 | 8693 | 25 | 77 | 73 | 23 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 27127 | 8762 | 25 | 51 | 73 | 38 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 3153 | 12228 | 25 | 21 | 16 | 22 | moderate
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 55164 | 8503 | 25 | 27 | 73 | 33 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 45141 | 9494 | 25 | 73 | 21 | 4 | expensive
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 57033 | 7310 | 25 | 88 | 73 | 48 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 68297 | 7701 | 25 | 6 | 73 | 22 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 81986 | 10567 | 25 | 92 | 73 | 35 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 1627 | 10290 | 25 | 2 | 42 | 29 | expensive
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 68723 | 11643 | 25 | 57 | 73 | 11 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 30688 | 9156 | 25 | 81 | 73 | 9 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 38601 | 12275 | 25 | 40 | 95 | 46 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 51028 | 6108 | 25 | 55 | 73 | 37 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 744 | 10037 | 25 | 4 | 99 | 25 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 36524 | 7319 | 25 | 64 | 73 | 8 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 36659 | 4673 | 25 | 64 | 28 | 19 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 12588 | 9930 | 25 | 47 | 73 | 40 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 98853 | 10008 | 25 | 67 | 73 | 39 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 73199 | 8003 | 25 | 59 | 95 | 7 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 90426 | 8821 | 25 | 18 | 73 | 20 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 32236 | 10969 | 25 | 7 | 92 | 32 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 62591 | 12432 | 25 | 4 | 73 | 2 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 49740 | 6500 | 25 | 29 | 73 | 36 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 1974 | 9950 | 25 | 98 | 95 | 32 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 3311 | 11642 | 25 | 88 | 73 | 3 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 78231 | 7767 | 25 | 70 | 73 | 42 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 60481 | 7246 | 25 | 60 | 69 | 21 | moderate
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 77149 | 9693 | 25 | 52 | 42 | 26 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 58531 | 9500 | 25 | 45 | 34 | 33 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 70600 | 7202 | 25 | 43 | 73 | 31 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 37873 | 8576 | 25 | 86 | 50 | 40 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 90460 | 11676 | 25 | 52 | 34 | 33 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 1061 | 11446 | 25 | 35 | 16 | 49 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 39402 | 10412 | 25 | 32 | 73 | 3 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 39869 | 8588 | 25 | 20 | 73 | 22 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 96968 | 10325 | 25 | 73 | 73 | 20 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 398 | 18914 | 25 | 99 | 47 | 48 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 31038 | 7300 | 25 | 76 | 92 | 49 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 93070 | 8890 | 25 | 6 | 73 | 42 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 41580 | 13875 | 25 | 49 | 73 | 41 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 82055 | 6918 | 25 | 89 | 73 | 32 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 48898 | 11852 | 25 | 50 | 73 | 3 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 12795 | 6311 | 25 | 25 | 73 | 43 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 39883 | 11348 | 25 | 13 | 97 | 19 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 39471 | 9109 | 25 | 30 | 74 | 9 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 98906 | 11428 | 25 | 5 | 73 | 12 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 57570 | 4777 | 25 | 62 | 15 | 19 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 83864 | 13328 | 25 | 28 | 73 | 5 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 92906 | 12333 | 25 | 48 | 73 | 18 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 31565 | 10258 | 25 | 70 | 39 | 14 | outrageous
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 64414 | 11512 | 25 | 71 | 73 | 18 | cheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 91251 | 9285 | 25 | 33 | 73 | 47 | expensive
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 33524 | 7689 | 25 | 48 | 73 | 2 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 28403 | 10722 | 25 | 8 | 73 | 5 | expensive
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 56208 | 7664 | 25 | 15 | 32 | 47 | supercheap
261 | 107 | 25 | 70 | 67 | 10 | outrageous | 6433 | 10757 | 25 | 43 | 61 | 4 | supercheap
866 | 117 | 39 | 2 | 67 | 8 | outrageous | 7383 | 10678 | 39 | 99 | 73 | 9 | moderate
866 | 117 | 39 | 2 | 67 | 8 | outrageous | 57118 | 10747 | 39 | 49 | 50 | 29 | moderate
859 | 96 | 170 | 62 | 67 | 17 | outrageous | 26083 | 12785 | 170 | 13 | 49 | 40 | cheap
859 | 96 | 170 | 62 | 67 | 17 | outrageous | 86561 | 9451 | 170 | 9 | 62 | 37 | supercheap
663 | 100 | 59 | 12 | 61 | 16 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
663 | 100 | 59 | 12 | 61 | 16 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
663 | 100 | 59 | 12 | 61 | 16 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
663 | 100 | 59 | 12 | 61 | 16 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
663 | 100 | 59 | 12 | 61 | 16 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
663 | 100 | 59 | 12 | 61 | 16 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
125 | 114 | 59 | 59 | 67 | 12 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
125 | 114 | 59 | 59 | 67 | 12 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
125 | 114 | 59 | 59 | 67 | 12 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
125 | 114 | 59 | 59 | 67 | 12 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
125 | 114 | 59 | 59 | 67 | 12 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
125 | 114 | 59 | 59 | 67 | 12 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 82506 | 11450 | 25 | 33 | 93 | 17 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 33377 | 10728 | 25 | 96 | 86 | 33 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 37363 | 8780 | 25 | 68 | 41 | 34 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 47400 | 11327 | 25 | 60 | 73 | 25 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 50809 | 9599 | 25 | 62 | 73 | 18 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 65941 | 11458 | 25 | 34 | 25 | 37 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 23256 | 13244 | 25 | 98 | 92 | 34 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 26844 | 9244 | 25 | 70 | 73 | 7 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 28250 | 7833 | 25 | 83 | 95 | 2 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 274 | 7477 | 25 | 73 | 29 | 36 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 88134 | 13259 | 25 | 56 | 98 | 4 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 63542 | 8692 | 25 | 52 | 73 | 28 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 65792 | 11952 | 25 | 24 | 73 | 15 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 63254 | 12047 | 25 | 41 | 73 | 48 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 75107 | 13053 | 25 | 36 | 73 | 16 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 58776 | 8159 | 25 | 17 | 73 | 42 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 27435 | 9212 | 25 | 44 | 73 | 48 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 71355 | 10123 | 25 | 31 | 73 | 28 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 69017 | 10108 | 25 | 78 | 98 | 27 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 54936 | 9922 | 25 | 44 | 22 | 19 | moderate
625 | 116 | 25 | 58 | 68 | 29 | expensive | 86282 | 11532 | 25 | 17 | 2 | 30 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 75788 | 12431 | 25 | 79 | 73 | 19 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 54629 | 11205 | 25 | 4 | 48 | 4 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 60671 | 8693 | 25 | 77 | 73 | 23 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 27127 | 8762 | 25 | 51 | 73 | 38 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 3153 | 12228 | 25 | 21 | 16 | 22 | moderate
625 | 116 | 25 | 58 | 68 | 29 | expensive | 55164 | 8503 | 25 | 27 | 73 | 33 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 45141 | 9494 | 25 | 73 | 21 | 4 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 57033 | 7310 | 25 | 88 | 73 | 48 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 68297 | 7701 | 25 | 6 | 73 | 22 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 81986 | 10567 | 25 | 92 | 73 | 35 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 1627 | 10290 | 25 | 2 | 42 | 29 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 68723 | 11643 | 25 | 57 | 73 | 11 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 30688 | 9156 | 25 | 81 | 73 | 9 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 38601 | 12275 | 25 | 40 | 95 | 46 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 51028 | 6108 | 25 | 55 | 73 | 37 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 744 | 10037 | 25 | 4 | 99 | 25 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 36524 | 7319 | 25 | 64 | 73 | 8 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 36659 | 4673 | 25 | 64 | 28 | 19 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 12588 | 9930 | 25 | 47 | 73 | 40 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 98853 | 10008 | 25 | 67 | 73 | 39 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 73199 | 8003 | 25 | 59 | 95 | 7 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 90426 | 8821 | 25 | 18 | 73 | 20 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 32236 | 10969 | 25 | 7 | 92 | 32 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 62591 | 12432 | 25 | 4 | 73 | 2 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 49740 | 6500 | 25 | 29 | 73 | 36 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 1974 | 9950 | 25 | 98 | 95 | 32 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 3311 | 11642 | 25 | 88 | 73 | 3 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 78231 | 7767 | 25 | 70 | 73 | 42 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 60481 | 7246 | 25 | 60 | 69 | 21 | moderate
625 | 116 | 25 | 58 | 68 | 29 | expensive | 77149 | 9693 | 25 | 52 | 42 | 26 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 58531 | 9500 | 25 | 45 | 34 | 33 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 70600 | 7202 | 25 | 43 | 73 | 31 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 37873 | 8576 | 25 | 86 | 50 | 40 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 90460 | 11676 | 25 | 52 | 34 | 33 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 1061 | 11446 | 25 | 35 | 16 | 49 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 39402 | 10412 | 25 | 32 | 73 | 3 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 39869 | 8588 | 25 | 20 | 73 | 22 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 96968 | 10325 | 25 | 73 | 73 | 20 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 398 | 18914 | 25 | 99 | 47 | 48 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 31038 | 7300 | 25 | 76 | 92 | 49 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 93070 | 8890 | 25 | 6 | 73 | 42 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 41580 | 13875 | 25 | 49 | 73 | 41 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 82055 | 6918 | 25 | 89 | 73 | 32 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 48898 | 11852 | 25 | 50 | 73 | 3 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 12795 | 6311 | 25 | 25 | 73 | 43 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 39883 | 11348 | 25 | 13 | 97 | 19 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 39471 | 9109 | 25 | 30 | 74 | 9 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 98906 | 11428 | 25 | 5 | 73 | 12 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 57570 | 4777 | 25 | 62 | 15 | 19 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 83864 | 13328 | 25 | 28 | 73 | 5 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 92906 | 12333 | 25 | 48 | 73 | 18 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 31565 | 10258 | 25 | 70 | 39 | 14 | outrageous
625 | 116 | 25 | 58 | 68 | 29 | expensive | 64414 | 11512 | 25 | 71 | 73 | 18 | cheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 91251 | 9285 | 25 | 33 | 73 | 47 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 33524 | 7689 | 25 | 48 | 73 | 2 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 28403 | 10722 | 25 | 8 | 73 | 5 | expensive
625 | 116 | 25 | 58 | 68 | 29 | expensive | 56208 | 7664 | 25 | 15 | 32 | 47 | supercheap
625 | 116 | 25 | 58 | 68 | 29 | expensive | 6433 | 10757 | 25 | 43 | 61 | 4 | supercheap
865 | 72 | 8 | 45 | 30 | 37 | outrageous | 13050 | 8592 | 8 | 73 | 16 | 24 | cheap
271 | 8 | 47 | 14 | 46 | 30 | cheap | 89829 | 13336 | 47 | 12 | 73 | 29 | supercheap
271 | 8 | 47 | 14 | 46 | 30 | cheap | 9616 | 15547 | 47 | 7 | 73 | 4 | cheap
271 | 8 | 47 | 14 | 46 | 30 | cheap | 38714 | 8349 | 47 | 48 | 70 | 41 | supercheap
283 | 108 | 102 | 76 | 67 | 2 | outrageous | 28951 | 3851 | 102 | 1 | 61 | 43 | supercheap
283 | 108 | 102 | 76 | 67 | 2 | outrageous | 91151 | 8227 | 102 | 5 | 95 | 3 | cheap
392 | 106 | 144 | 61 | 13 | 26 | outrageous | 8136 | 9260 | 144 | 46 | 41 | 46 | supercheap
392 | 106 | 144 | 61 | 13 | 26 | outrageous | 36925 | 10660 | 144 | 45 | 73 | 25 | supercheap
165 | 124 | 138 | 64 | 39 | 22 | outrageous | 3266 | 10853 | 138 | 95 | 67 | 45 | supercheap
165 | 124 | 138 | 64 | 39 | 22 | outrageous | 75850 | 12210 | 138 | 52 | 73 | 8 | supercheap
416 | 105 | 24 | 43 | 67 | 28 | outrageous | 80272 | 9843 | 24 | 99 | 92 | 28 | supercheap
416 | 105 | 24 | 43 | 67 | 28 | outrageous | 58101 | 10774 | 24 | 53 | 89 | 46 | cheap
183 | 95 | 162 | 82 | 67 | 36 | outrageous | 57189 | 10766 | 162 | 27 | 92 | 15 | supercheap
183 | 95 | 162 | 82 | 67 | 36 | outrageous | 92460 | 9990 | 162 | 14 | 73 | 27 | supercheap
733 | 98 | 56 | 9 | 67 | 45 | moderate | 37683 | 13576 | 56 | 36 | 73 | 33 | supercheap
733 | 98 | 56 | 9 | 67 | 45 | moderate | 12770 | 9580 | 56 | 69 | 73 | 25 | supercheap
987 | 86 | 154 | 19 | 61 | 6 | outrageous | 2584 | 8682 | 154 | 80 | 87 | 36 | supercheap
987 | 86 | 154 | 19 | 61 | 6 | outrageous | 45822 | 9643 | 154 | 97 | 43 | 47 | expensive
234 | 85 | 59 | 77 | 40 | 46 | cheap | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
234 | 85 | 59 | 77 | 40 | 46 | cheap | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
234 | 85 | 59 | 77 | 40 | 46 | cheap | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
234 | 85 | 59 | 77 | 40 | 46 | cheap | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
234 | 85 | 59 | 77 | 40 | 46 | cheap | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
234 | 85 | 59 | 77 | 40 | 46 | cheap | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
407 | 114 | 59 | 100 | 67 | 5 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
407 | 114 | 59 | 100 | 67 | 5 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
407 | 114 | 59 | 100 | 67 | 5 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
407 | 114 | 59 | 100 | 67 | 5 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
407 | 114 | 59 | 100 | 67 | 5 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
407 | 114 | 59 | 100 | 67 | 5 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
68 | 116 | 185 | 73 | 67 | 46 | outrageous | 48198 | 17642 | 185 | 75 | 73 | 40 | moderate
68 | 116 | 185 | 73 | 67 | 46 | outrageous | 64769 | 6852 | 185 | 1 | 73 | 1 | cheap
861 | 84 | 59 | 93 | 90 | 13 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
861 | 84 | 59 | 93 | 90 | 13 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
861 | 84 | 59 | 93 | 90 | 13 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
861 | 84 | 59 | 93 | 90 | 13 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
861 | 84 | 59 | 93 | 90 | 13 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
861 | 84 | 59 | 93 | 90 | 13 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
791 | 92 | 59 | 58 | 78 | 43 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
791 | 92 | 59 | 58 | 78 | 43 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
791 | 92 | 59 | 58 | 78 | 43 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
791 | 92 | 59 | 58 | 78 | 43 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
791 | 92 | 59 | 58 | 78 | 43 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
791 | 92 | 59 | 58 | 78 | 43 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
170 | 88 | 121 | 57 | 67 | 1 | outrageous | 73808 | 10329 | 121 | 72 | 73 | 8 | supercheap
548 | 113 | 153 | 88 | 3 | 34 | outrageous | 42574 | 9973 | 153 | 98 | 97 | 24 | supercheap
550 | 76 | 36 | 50 | 38 | 48 | expensive | 78985 | 9222 | 36 | 66 | 73 | 30 | outrageous
543 | 93 | 59 | 42 | 67 | 12 | cheap | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
543 | 93 | 59 | 42 | 67 | 12 | cheap | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
543 | 93 | 59 | 42 | 67 | 12 | cheap | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
543 | 93 | 59 | 42 | 67 | 12 | cheap | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
543 | 93 | 59 | 42 | 67 | 12 | cheap | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
543 | 93 | 59 | 42 | 67 | 12 | cheap | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
495 | 101 | 59 | 65 | 67 | 31 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
109 | 118 | 47 | 62 | 2 | 32 | outrageous | 89829 | 13336 | 47 | 12 | 73 | 29 | supercheap
109 | 118 | 47 | 62 | 2 | 32 | outrageous | 9616 | 15547 | 47 | 7 | 73 | 4 | cheap
109 | 118 | 47 | 62 | 2 | 32 | outrageous | 38714 | 8349 | 47 | 48 | 70 | 41 | supercheap
30 | 110 | 174 | 14 | 67 | 25 | outrageous | 1564 | 11093 | 174 | 11 | 92 | 4 | moderate
30 | 110 | 174 | 14 | 67 | 25 | outrageous | 92403 | 11182 | 174 | 69 | 69 | 5 | outrageous
11 | 85 | 59 | 74 | 67 | 31 | supercheap | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
11 | 85 | 59 | 74 | 67 | 31 | supercheap | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
11 | 85 | 59 | 74 | 67 | 31 | supercheap | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
11 | 85 | 59 | 74 | 67 | 31 | supercheap | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
11 | 85 | 59 | 74 | 67 | 31 | supercheap | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
11 | 85 | 59 | 74 | 67 | 31 | supercheap | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 82506 | 11450 | 25 | 33 | 93 | 17 | supercheap
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 33377 | 10728 | 25 | 96 | 86 | 33 | cheap
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 37363 | 8780 | 25 | 68 | 41 | 34 | expensive
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 47400 | 11327 | 25 | 60 | 73 | 25 | expensive
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 50809 | 9599 | 25 | 62 | 73 | 18 | supercheap
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 65941 | 11458 | 25 | 34 | 25 | 37 | supercheap
62 | 131 | 25 | 68 | 63 | 40 | outrageous | 23256 | 13244 | 25 | 98 | 92 | 34 | supercheap
